category_name,name,api_poiName,api_poiBrand,name_ref_nrm,name_prov_nrm,location_distance_m,match,match_code,cnn_match,edit_distance_match,name_matching,cnn_name_match_score
Automotive Dealer,autos la paz,lllantera la paz,[Lllantera La Paz],paz,lllantera paz,385.40506,True,1,True,True,1.0,0.9955023
Museum,museum of el carmen,ex convento del carmen,[Ex-Convento Del Carmen],el carmen,ex convento carmen,140.90263,True,1,True,True,0.800000011920929,0.9806151
Sports Center,universal gym,universal gym,[Universal Gym],universal,universal,89.16507,True,1,True,True,1.0,0.9998476
Shopping Center,plaza agua santa,oxxo suc 50asg agua santa jal,[Oxxo],plaza agua santa,oxxo suc 50asg agua santa jal,1488.151,True,1,True,True,0.7699999809265137,0.9772187
Important Tourist Attraction,torres de satelite,torres de satetlite,[Torres de Satétlite],torres satelite,torres satetlite,11.143935,True,1,True,True,0.9700000286102296,0.9999552
Sports Center,gym sports center,sport center,[Sport Center],center,sport center,5.572038,True,1,True,True,1.0,0.9898145
Museum,museum of the revolution,museo de la revolucion,[Museo De La Revolucion],revolution,revolucion,528.5074,True,1,True,True,0.8999999761581421,0.9993908
Shopping Center,costco interlomas,lumen interlomas,[Lumen Interlomas],costco interlomas,lumen interlomas,471.0364,True,1,True,True,0.7699999809265137,0.9800887
Beach,playa hotelera,playa hotelera,[Playa Hotelera],playa hotelera,playa hotelera,1548.1487,True,1,True,True,1.0,0.9999998
Hotel Or Motel,auto hotel eclipse,auto hotel eclipse,[Auto Hotel Eclipse],auto eclipse,auto eclipse,18.47254,True,1,True,True,1.0,0.99999934
Important Tourist Attraction,the angel of independence,angel de la independencia,[Ángel de la Independencia],angel independence,angel independencia,22.863214,True,1,True,True,0.9200000166893004,0.99996555
Automotive Dealer,autos seminuevos coatzacoalcos ec,patio coatzacoalcos,[Patio Coatzacoalcos],seminuevos coatzacoalcos ec,patio coatzacoalcos,557.0906,True,1,True,True,0.8100000023841858,0.99945915
Hotel Or Motel,hotel loma bonita,hotel loma bonita,[Hotel Loma Bonita],loma bonita,loma bonita,26.460928,True,1,True,True,1.0,0.99941987
Important Tourist Attraction,casa del marino,casa del marino,[Casa Del Marino],casa marino,casa marino,24.903818,True,1,True,True,1.0,0.9998128
Hotel Or Motel,auto hotel relax,auto hotel relax,[Auto Hotel Relax],auto relax,auto relax,200.19543,True,1,True,True,1.0,1.0
Airport,general rodolfo sanchez taboada,aeropuerto internacional de mexicali,[Aeropuerto Internacional de Mexicali],mexicali,mexicali,112.94149,True,1,True,True,1.0,0.9995915
Shopping Center,plaza marina,plaza marina,[Plaza Marina],plaza marina,plaza marina,118.78836,True,1,True,True,1.0,0.999842
Important Tourist Attraction,chichen itza,chichen itza,[Chichen Itzá],chichen itza,chichen itza,52.144135,True,1,True,True,1.0,0.9998704
Important Tourist Attraction,teleferico puebla,parque paseo del teleferico,[Parque Paseo del Teleférico],teleferico puebla,parque paseo teleferico,344.29398,True,1,True,True,0.75,0.9014054
Automotive Dealer,nissan defensores y 14 pte,bodega de la nissan,[Bodega De La Nissan], nissan , nissan ,1901.4315,False,2,True,True,1.0,0.99991846
Shopping Center,plaza francisco,imprenta,[Imprenta],plaza francisco,imprenta francisco rene hernandez ojeda,1494.6979,True,1,True,True,0.75,0.99950767
Sports Center,la kaja fitness,zona fitness,[Zona Fitness],kaja fitness,zona fitness,1129.4257,True,1,True,True,0.75,0.9413651
Museum,museo casa del risco,museo casa del risco,[Museo Casa Del Risco],casa risco,casa risco,37.44399,True,1,True,True,1.0,0.9998113
Shopping Center,camino plaza,la gran plaza,[La Gran Plaza],camino plaza,plaza,2025.2366,False,2,True,True,1.0,0.98329395
Place of Worship,iglesia la luz del mundo,iglesia la luz del mundo,[Iglesia La Luz Del Mundo],iglesia luz mundo,iglesia luz mundo,62.574482,True,1,True,True,1.0,0.99999994
Automotive Dealer,autos chacho,agencia de automoviles usados autos chacho,[Agencia De Automóviles Usados Autos Chacho],chacho,agencia automoviles usados chacho,14.113052,True,1,True,True,1.0,0.99533826
School,telesecundaria n 506,escuela telesecundaria secundaria 506 belisario dominguez palencia,[Escuela Telesecundaria Secundaria 506 Belisario Dominguez Palencia],telesecundaria n 506,telesecundaria secundaria 506 belisario dominguez palencia,56.50013,True,1,True,True,0.949999988079071,0.9999988
Restaurant,taqueria y rosticeria el compadre tony,taqueria,[Taqueria],taqueria y rosticeria el compadre tony,taqueria,48.04909,True,1,True,True,1.0,0.9998649
Hotel Or Motel,hotel real de san juan,hotel san juan,[Hotel San Juan],real san juan,san juan,17.585089,True,1,True,True,1.0,0.9990155
Restaurant,condimento,condimento restaurant,[Condimento Restaurant],condimento,condimento,43.474194,True,1,True,True,1.0,0.9998977
Park and Recreation Area,parque vida nueva,parque,[Parque],parque vida nueva,parque,1201.7533,False,2,True,True,1.0,0.9996918
Hotel Or Motel,francis,hotel francis,[Hotel Francis],francis,francis,31.970383,True,1,True,True,1.0,0.99998647
Automotive Dealer,excelencia automotriz,excelencia automotriz,[Excelencia Automotríz],excelencia automotriz,excelencia automotriz,3.510857,True,1,True,True,1.0,1.0
Important Tourist Attraction,parque de san juan,parque de san juan,[Parque de San Juan],parque san juan,parque san juan,21.727457,True,1,True,True,1.0,0.99998355
Shopping Center,plaza comercial,bodegas mas,[Bodegas Mas],plaza comercial,grupo comercial el trebol bodegas mas,217.38507,True,1,True,True,0.75,0.7132255
Restaurant,marisqueria y restaurante la que buena,la que buena,[La Que Buena],marisqueria y que buena,que buena,46.89904,True,1,True,True,1.0,0.9999985
Restaurant,rancho don juan,juquila restaurant,[Juquila Restaurant],rancho don juan,juquila,392.5646,False,6,False,False,0.270000010728836,0.109918155
Place of Worship,la iglesia de jesucristo de los santos de los ultimos dias,iglesia de jesucristo de los santos de los ultimos dias,[Iglesia De Jesucristo De Los Santos De Los Ultimos Dias],iglesia jesucristo santos ultimos dias,iglesia jesucristo santos ultimos dias,46.010582,True,1,True,True,1.0,1.0
Restaurant,taqueria el gordito,taqueria gaby,[Taquería Gaby],taqueria el gordito,taqueria gaby,377.7001,False,2,True,True,0.7599999904632568,0.99671346
Sports Center,sport center ibime,sport center,[Sport Center],sport center ibime,sport center,1890.2126,False,2,True,True,1.0,0.9973069
Restaurant,taqueria la pasadita 2,taqueria,[Taqueria],taqueria pasadita 2,taqueria,882.3305,False,2,True,True,1.0,0.99974716
Restaurant,cocina la guerrerense,cocina economica ale,[Cocina Económica Ale],cocina guerrerense,cocina ale,1064.5663,False,2,True,True,0.75,0.8866576
Shopping Center,plaza galerias guadalajara,calvin klein jeans galerias guadalajara,[Calvin Klein Jeans Galerías Guadalajara],plaza galerias guadalajara,calvin klein jeans galerias guadalajara,26.247206,True,1,True,True,0.8700000047683716,0.9999815
Shopping Center,plaza aguascalientes,venta de productos para lonas y herrajes graff aguascalientes,[Venta De Productos Para Lonas Y Herrajes Graff Aguascalientes],plaza aguascalientes,venta productos para lonas y herrajes graff aguascalientes,254.63689,True,1,True,True,0.8199999928474426,0.9983406
Restaurant,birrieria el rojo,comedor el frijolito,[Comedor El Frijolito],birrieria el rojo,comedor el frijolito,260.42654,False,6,False,False,0.4300000071525574,0.072699666
Shopping Center,v e c aguascalientes,sumitel aguascalientes i,[Sumitel Aguascalientes I],v e c aguascalientes,sumitel aguascalientes i,40.52558,True,1,True,True,0.8199999928474426,0.997976
School,abc montessori school,jardin de ninos abc montessori,[Jardín De Niños Abc Montessori],abc montessori,jardin ninos abc montessori,1.9174548,True,1,True,True,1.0,0.99791074
Sports Center,power center gym,gimnasio power center,[Gimnasio Power Center],power center,gimnasio power center,105.82028,True,1,True,True,1.0,0.996565
Shop,tienda de mascotas pets and pez shop,tienda de mascotas pets and pez shop,[Tienda De Mascotas Pets And Pez Shop],tienda mascotas pets pez,tienda mascotas pets pez,41.568005,True,1,True,True,1.0,0.9999999
Restaurant,restaurante la escondida,antojitos mexicanos la escondida,[Antojitos Mexicanos La Escondida],escondida,antojitos mexicanos escondida,830.7304,False,2,True,True,1.0,0.9992708
Shopping Center,plaza one,oxxo express suc 50gma gema pbc,[Oxxo],plaza,oxxo express suc 50uwo plaza w pbc,570.1942,True,1,True,True,1.0,0.98558325
Shopping Center,plaza tepeyac,movile solutions plaza tepeyac,[Movile Solutions Plaza Tepeyac],plaza tepeyac,movile solutions plaza tepeyac,139.00432,True,1,True,True,1.0,0.9999412
Automotive Dealer,peugeot lomas verdes,peugeot lomas verdes,[Peugeot], peugeot , peugeot ,173.11198,True,1,True,True,1.0,0.99978286
Shopping Center,pasaje revolucion revolucion,peluqueria,[Peluquería],pasaje revolucion revolucion,peluqueria guadalupana peluqueria universitaria peluqueria pasaje revolucion,41.792377,True,1,True,True,1.0,0.99998295
Bank,compartamos banco tuxtepec papaloapan,banco compartamos tuxtepec papaloapan,[Banco Compartamos Tuxtepec Papaloapan], compartamos  banco , banco  compartamos  tuxtepec  papaloapan ,4.054052,True,1,True,True,1.0,0.9997202
Railway Station,plaza universidad,plaza universidad,[Plaza Universidad],plaza universidad,plaza universidad,29.305515,True,1,True,True,1.0,0.9999955
Important Tourist Attraction,monumental clock,reloj monumental de pachuca,[Reloj Monumental de Pachuca],monumental clock,reloj monumental pachuca,9.707916,True,1,True,True,0.7699999809265137,0.92419714
Airport,carlos rovirosa perez,aeropuerto internacional de villahermosa,[Aeropuerto Internacional de Villahermosa],carlos rovirosa perez,capitan carlos rovirosa,469.74237,True,1,True,True,0.8299999833106995,0.9982151
Automotive Dealer,autos garza,abarrotes,[Abarrotes],garza,abarrotes garza abarrotes y deposito cavazos tienda abarrotes,574.1683,True,1,True,True,1.0,0.97109026
Market,mercado san juan,mercado de los ancianos,[Mercado de los Ancianos],mercado san juan,mercado ancianos,853.8346,True,1,True,True,0.75,0.95812756
Market,mercado hidalgo,mercado hidalgo,[Mercado Hidalgo],mercado hidalgo,mercado hidalgo,4.1685033,True,1,True,True,1.0,0.9999664
Museum,museo de la cultura taurina,museo de la cultura taurina,[Museo De La Cultura Taurina],cultura taurina,cultura taurina,25.57134,True,1,True,True,1.0,0.99980235
Café/Pub,cafe cafe,cafe cafe,[Café Café],cafe cafe,cafe cafe,271.43927,False,2,True,True,1.0,0.9810692
Hotel Or Motel,fortune motel,motel la fortuna,[Motel La Fortuna],fortune,fortuna,23.50331,True,1,True,True,0.8600000143051147,0.9968433
Restaurant,el restaurant de gastronova,gastro nova restaurante,[Gastro Nova Restaurante],el gastronova,gastro nova,15.992513,True,1,True,True,0.8299999833106995,0.9998939
Park and Recreation Area,parque del valle,parque del valle,[Parque del Valle],parque valle,parque valle,16.356047,True,1,True,True,1.0,0.9999993
Bank,citibanamex ixtapaluca,citibanamex ixtapaluca,[Citibanamex], citibanamex , citibanamex ,9.028051,True,1,True,True,1.0,0.9999983
Place of Worship,parroquia senor de la divina misericordia y san antonio abad,parroquia del senor de la divina misericordia y san antonio abad,[Parroquia Del Señor De La Divina Misericordia Y San Antonio Abad],parroquia senor divina misericordia y san antonio abad,parroquia senor divina misericordia y san antonio abad,24.093624,True,1,True,True,1.0,1.0
Amusement Park,balneario ojo de agua,videojuegos el buho,[Videojuegos El Buho],balneario ojo agua,videojuegos el buho,1522.1848,False,6,False,False,0.3199999928474426,0.0903983
Amusement Park,corral grande water park,lienzo charro,[Lienzo Charro],corral grande water park,lienzo charro,1272.8866,False,6,False,False,0.2199999988079071,0.14585954
Café/Pub,cafe santino,cafe santino,[Café Santino],santino,santino,256.99002,False,2,True,True,1.0,0.9999981
Airport,barnstable,barnstable municipal airport,[Barnstable Municipal Airport],barnstable,barnstable,603.85596,True,1,True,True,1.0,0.9999978
Airport,molokai,molokai airport,[Molokai Airport],molokai,molokai,630.8364,True,1,True,True,1.0,0.99949723
Airport,marion,marion municipal airport,[Marion Municipal Airport],marion,marion,1.977925,True,1,True,True,1.0,0.9931081
Airport,mcnary,salem municipal airport,[Salem Municipal Airport],mcnary,mcnary field,568.63245,True,1,True,True,1.0,0.9772525
Park and Recreation Area,north wheeler state recreation area,north wheeler recreation area,[North Wheeler Recreation Area],north wheeler state recreation area,north wheeler recreation area,659.75037,True,1,True,True,1.0,1.0
Shopping Center,renaissance center,renaissance center,[Renaissance Center],renaissance center,renaissance center,8.73039,True,1,True,True,1.0,0.99999064
Museum,we rise gallery,we rise gallery,[We Rise Gallery],we rise gallery,we rise gallery,9.291812,True,1,True,True,1.0,0.9999985
Beach,micklers landing,micklers landing,[Mickler's Landing],micklers landing,micklers landing,175.88727,True,1,True,True,1.0,0.9999999
Beach,point pleasant beach,point pleasant beach,[Point Pleasant Beach],point pleasant,point pleasant,270.23022,True,1,True,True,1.0,0.999982
Automotive Dealer,jeanies auto sales,jeanies auto sales,[Jeanies Auto Sales],jeanies sales,jeanies sales,9.467185,True,1,True,True,1.0,0.99992406
Hotel Or Motel,surf motel,surf motel,[Surf Motel],surf,surf,69.99141,True,1,True,True,1.0,0.99830985
Automotive Dealer,below book auto sales inc,below book auto sales,[Below Book Auto Sales],below book sales,below book sales,20.136253,True,1,True,True,1.0,1.0
Restaurant,sawaddee thai restaurant bar,sawaddee thai,[Sawaddee Thai],sawaddee thai bar,sawaddee thai,3.8175802,True,1,True,True,1.0,0.9995501
Shopping Center,brookside plaza,brookside news,[Brookside News],brookside plaza,brookside news,97.434074,True,1,True,True,0.7799999713897705,0.99920183
Sports Center,equinox sports club new york,equinox sports club,[Equinox],equinox club york,equinox club,21.792206,True,1,True,True,1.0,0.9999998
Shop,vape street las vegas,vape street,[Vape Street],vape street vegas,vape street,143.46951,True,1,True,True,1.0,0.9999976
Market,weis markets,weis markets,[Weis Markets], weis  markets , weis  markets ,22.876848,True,1,True,True,1.0,0.9998107
Shopping Center,brookfield place,louis vuitton brookfield place,[Louis Vuitton],brookfield place,louis vuitton brookfield place,21.451103,True,1,True,True,1.0,0.9999429
Airport,general roberto fierro villalobos,aeropuerto internacional de chihuahua,[Aeropuerto Internacional de Chihuahua],general roberto fierro villalobos,general roberto fierro villalobos roberto fierro villalobos,458.6529,True,1,True,True,1.0,1.0
Restaurant,gorditas y burritos dona luz,gorditas,[Gorditas],gorditas y burritos dona luz,gorditas,99.86409,True,1,True,True,1.0,0.99967885
Shopping Center,oasis coyoacan,massimo dutti oasis coyoacan,[Massimo Dutti],oasis coyoacan,massimo dutti oasis coyoacan,48.850105,True,1,True,True,1.0,0.9999737
Important Tourist Attraction,museo regional de durango,museo regional de durango ujed angel rodriguez solorzano,[Museo Regional de Durango Ujed Angel Rodriguez Solorzano],museo regional durango,museo regional durango ujed angel rodriguez solorzano,55.35491,True,1,True,True,1.0,0.99992627
Museum,museo de la ciudad de guadalajara,museo de la ciudad,[Museo de la Ciudad],ciudad guadalajara,ciudad,38.797653,True,1,True,True,1.0,0.5921941
Automotive Dealer,autofinanciamiento de automoviles monterrey,companias de autofinanciamiento,[Compañías De Autofinanciamiento],autofinanciamiento automoviles monterrey,companias autofinanciamiento,713.16425,False,2,True,True,0.7799999713897705,0.9978461
Important Tourist Attraction,plaza iv centenario,plaza iv centenario,[Plaza IV Centenario],plaza iv centenario,plaza iv centenario,21.275553,True,1,True,True,1.0,0.9999669
School,jardin de ninos abejitas,jardin de ninos abejitas,[Jardín De Niños Abejitas],jardin ninos abejitas,jardin ninos abejitas,71.46409,True,1,True,True,1.0,0.9999957
Sports Center,family sport center sportif,sportif the fitness center,[Sportif The Fitness Center],family sport center sportif,sportif fitness center,15.512705,True,1,True,True,0.7799999713897705,0.9899522
Hotel Or Motel,motel lovers,hotel yautepec,[Hotel Yautepec],lovers,yautepec,505.4492,False,6,False,False,0.1400000005960464,0.041921116
